projectId,projectName,category,startDate,endDate
pr_635,Veribet,Sales Activity,2024-08-28,2024-11-20
pr_370,Job,Sales Activity,2024-07-29,2024-10-21
pr_849,Sonsing,Sales Activity,2024-05-13,2024-07-08
pr_668,Biodex,Sales Activity,2024-05-11,2024-08-03
pr_207,Duobam,Client Project,2024-03-20,2024-05-29
pr_881,Gembucket,Client Project,2024-05-21,2024-06-11
pr_806,Tresom,Sales Activity,2024-06-23,2024-09-15
pr_591,Redhold,Sales Activity,2024-02-11,2024-03-31
pr_30,Viva,Client Project,2024-11-26,2024-12-10
pr_523,Home Ing,Sales Activity,2024-03-12,2024-05-21
pr_654,Prodder,Client Project,2024-08-17,2024-08-31
pr_444,Quo Lux,Client Project,2024-01-11,2024-02-22
pr_105,Quo Lux,Client Project,2024-01-04,2024-03-28
pr_307,Ronstring,Sales Activity,2024-09-26,2024-10-17
pr_56,Bitwolf,Client Project,2024-12-20,2025-02-21
pr_83,Cardify,Sales Activity,2024-12-22,2025-01-19
pr_13,Bamity,Client Project,2024-05-19,2024-07-14
pr_187,Cardguard,Client Project,2024-05-25,2024-06-29
pr_461,Cookley,Client Project,2024-11-30,2025-02-08
pr_480,Pannier,Sales Activity,2024-03-15,2024-05-17
pr_406,Stringtough,Sales Activity,2024-05-20,2024-06-24
pr_164,Prodder,Sales Activity,2024-05-02,2024-07-11
pr_682,Temp,Sales Activity,2024-08-01,2024-09-19
pr_523,Pannier,Client Project,2024-07-24,2024-10-16
pr_591,Sonair,Sales Activity,2024-05-30,2024-08-22
pr_396,Cookley,Sales Activity,2024-11-30,2025-02-08
pr_392,Kanlam,Sales Activity,2024-05-16,2024-07-04
pr_507,Overhold,Client Project,2024-03-04,2024-04-08
pr_279,Bitchip,Sales Activity,2024-05-04,2024-05-18
pr_856,Konklab,Sales Activity,2024-01-31,2024-03-06
pr_401,Bamity,Sales Activity,2024-09-11,2024-10-23
pr_405,Cardguard,Sales Activity,2024-09-24,2024-11-05
pr_796,Tin,Client Project,2024-10-20,2024-11-03
pr_613,Tin,Sales Activity,2024-01-26,2024-02-09
pr_626,Tempsoft,Client Project,2024-02-29,2024-04-11
pr_990,Fix San,Client Project,2024-02-24,2024-03-30
pr_95,Trippledex,Client Project,2024-12-13,2025-02-14
pr_103,Redhold,Sales Activity,2024-04-01,2024-06-03
pr_884,Transcof,Sales Activity,2024-08-12,2024-09-16
pr_85,Zamit,Client Project,2024-08-16,2024-10-18
pr_207,Flowdesk,Sales Activity,2024-05-14,2024-07-16
pr_910,Rank,Client Project,2024-12-03,2025-02-11
pr_313,Regrant,Client Project,2024-09-27,2024-12-13
pr_503,Bytecard,Client Project,2024-06-01,2024-08-10
pr_975,Zontrax,Client Project,2024-07-14,2024-08-11
pr_523,Opela,Sales Activity,2024-04-04,2024-05-23
pr_657,Aerified,Sales Activity,2024-07-06,2024-07-20
pr_942,Span,Client Project,2024-09-13,2024-10-25
pr_311,Home Ing,Sales Activity,2024-09-17,2024-10-29
pr_524,Prodder,Sales Activity,2024-07-23,2024-08-20
pr_937,Wrapsafe,Client Project,2024-06-28,2024-08-16
pr_223,Temp,Client Project,2024-02-04,2024-04-28
pr_554,Stim,Client Project,2024-06-27,2024-08-08
pr_399,Tresom,Sales Activity,2024-03-21,2024-05-02
pr_810,Y-find,Client Project,2024-11-06,2025-01-22
pr_740,Rank,Client Project,2024-01-28,2024-03-10
pr_806,Flowdesk,Client Project,2024-11-24,2025-01-19
pr_496,Lotlux,Client Project,2024-09-15,2024-11-10
pr_915,Bitchip,Sales Activity,2024-08-02,2024-09-13
pr_44,Greenlam,Sales Activity,2024-05-03,2024-07-19
pr_124,Trippledex,Sales Activity,2024-02-21,2024-05-01
pr_960,Zaam-Dox,Sales Activity,2024-07-22,2024-08-19
pr_890,Fintone,Sales Activity,2024-06-02,2024-08-04
pr_931,Viva,Client Project,2024-01-24,2024-03-13
pr_174,Aerified,Client Project,2024-08-03,2024-09-21
pr_293,Bitwolf,Client Project,2024-08-10,2024-09-21
pr_690,Latlux,Client Project,2024-06-03,2024-07-15
pr_576,Andalax,Sales Activity,2024-07-20,2024-10-05
pr_978,Lotstring,Sales Activity,2024-10-30,2024-12-11
pr_931,Bytecard,Sales Activity,2024-03-10,2024-04-14
pr_659,Transcof,Sales Activity,2024-11-05,2024-12-31
pr_560,Zaam-Dox,Client Project,2024-02-06,2024-04-23
pr_576,Temp,Sales Activity,2024-03-30,2024-04-27
pr_549,Rank,Sales Activity,2024-03-16,2024-05-18
pr_693,Otcom,Sales Activity,2024-01-31,2024-04-03
pr_975,Alphazap,Client Project,2024-07-02,2024-07-16
pr_244,Span,Sales Activity,2024-11-20,2025-01-29
pr_694,Gembucket,Sales Activity,2024-01-20,2024-02-10
pr_870,Ronstring,Sales Activity,2024-10-26,2024-11-16
pr_520,Job,Sales Activity,2024-06-28,2024-07-19
pr_73,Bamity,Client Project,2024-07-13,2024-09-21
pr_454,Bigtax,Sales Activity,2024-09-05,2024-11-14
pr_448,Alphazap,Sales Activity,2024-05-31,2024-07-26
pr_529,Sub-Ex,Sales Activity,2024-12-12,2025-02-27
pr_790,Bamity,Sales Activity,2024-03-19,2024-06-11
pr_778,Zaam-Dox,Client Project,2024-03-27,2024-05-01
pr_745,Domainer,Sales Activity,2024-12-07,2025-01-18
